TRANSACTION_ID,TRANSACTION_REF,ACCOUNT_ID,TRANSACTION_DATE,VALUE_DATE,TRANSACTION_TYPE,CHANNEL,AMOUNT,CURRENCY,BALANCE_AFTER,DESCRIPTION,COUNTERPARTY_NAME,MERCHANT_ID,STATUS,POSTED_BY
581,TX20260601000581,ACC000196,2026-06-01,2026-06-01,WITHDRAWAL,ATM,640000,JPY,2979670,出金,,,POSTED,
582,TX20260816000582,ACC000197,2026-08-16,2026-08-16,CARD_PAYMENT,BRANCH,1015.83,USD,43830.87,カード決済,,MER0005,POSTED,
583,TX20260425000583,ACC000198,2026-04-25,2026-04-25,CARD_PAYMENT,ONLINE,99000,JPY,4431453.0,カード決済,,MER0011,POSTED,
584,TX20260406000584,ACC000199,2026-04-06,2026-04-07,TRANSFER_OUT,ONLINE,516000,JPY,3405460.0,振込出金,藤田 結衣,,POSTED,
585,TX20260723000585,ACC000200,2026-07-23,2026-07-24,TRANSFER_OUT,ONLINE,613000,JPY,10047670,振込出金,林 直樹,,POSTED,
586,TX20260626000586,ACC000001,2026-06-26,2026-06-26,TRANSFER_IN,ONLINE,91000,JPY,65588601.0,振込入金,松本 彩,,POSTED,
587,TX20260529000587,ACC000002,2026-05-29,2026-05-29,INTEREST,BRANCH,1247.0,JPY,12467247.0,利息,,,POSTED,
588,TX20260725000588,ACC000003,2026-07-25,2026-07-25,WITHDRAWAL,ATM,801000,JPY,11758000,出金,,,POSTED,
589,TX20260709000589,ACC000004,2026-07-09,2026-07-09,TRANSFER_IN,ONLINE,601000,JPY,28666884.0,振込入金,田中 浩二,,POSTED,
590,TX20260801000590,ACC000005,2026-08-01,2026-08-01,TRANSFER_IN,MOBILE,668000,JPY,29896016.0,振込入金,吉田 愛,,POSTED,
591,TX20260703000591,ACC000006,2026-07-03,2026-07-03,FEE,MOBILE,330,JPY,52192670,手数料,,,POSTED,
592,TX20260330000592,ACC000007,2026-03-30,2026-03-31,TRANSFER_OUT,MOBILE,255000,JPY,51830670,振込出金,石川 由美,,POSTED,
593,TX20260810000593,ACC000008,2026-08-10,2026-08-10,INTEREST,MOBILE,4954.0,JPY,49548844.0,利息,,,POSTED,
594,TX20260621000594,ACC000009,2026-06-21,2026-06-21,DEPOSIT,MOBILE,365000,JPY,60622000,入金,,,POSTED,
595,TX20260809000595,ACC000010,2026-08-09,2026-08-10,TRANSFER_OUT,ONLINE,73000,JPY,57047000,振込出金,木村 拓也,,POSTED,
596,TX20260314000596,ACC000011,2026-03-14,2026-03-14,FEE,MOBILE,550,JPY,41693450,手数料,,,POSTED,EMP0017
597,TX20260612000597,ACC000012,2026-06-12,2026-06-12,CARD_PAYMENT,ATM,394000,JPY,46740000,カード決済,,MER0017,POSTED,EMP0018
598,TX20260816000598,ACC000013,2026-08-16,2026-08-16,DEPOSIT,ONLINE,350000,JPY,10592994.0,入金,,,POSTED,
599,TX20260310000599,ACC000014,2026-03-10,2026-03-10,DEPOSIT,ATM,443000,JPY,12440890,入金,,,POSTED,
600,TX20260707000600,ACC000015,2026-07-07,2026-07-07,TRANSFER_IN,MOBILE,294.23,USD,49370.22,振込入金,渡辺 隆,,POSTED,
